Cell_ID,BSSID,RSSI,Mean,Std
Cell_10,1c:28:af:62:64:40,-71,-70.2962963,1.256532997
Cell_10,1c:28:af:65:fe:b2,-78,-84.26027397,1.638805088
Cell_10,1c:28:af:62:64:42,-71,-70.14516129,1.133745921
Cell_10,1c:28:af:65:fe:b1,-78,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-59,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-59,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-59,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-60,-64.4625,2.024498395
Cell_10,1c:28:af:65:ba:50,-89,-89.75438596,1.047649026
Cell_10,1c:28:af:61:e7:c2,-73,-75.83018868,0.862988425
Cell_10,1c:28:af:65:ba:52,-88,-89.66101695,1.083155614
Cell_10,1c:28:af:61:e7:c0,-72,-76.06666667,0.952190457
Cell_10,1c:28:af:65:ba:40,-89,-86.375,2.521780125
Cell_10,d0:4d:c6:f2:fc:81,-66,-63.44444444,1.099943882
Cell_10,1c:28:af:65:ba:42,-88,-87.5,1.38443731
Cell_10,d0:4d:c6:f2:fc:80,-67,-63.5375,1.283975759
Cell_10,1c:28:af:65:ba:41,-88,-86.58823529,2.302398328
Cell_10,d0:4d:c6:f2:fc:82,-67,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-87,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-86,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-87,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-59,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-82,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-82,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-80,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-80,-80.43209877,1.143292534
Cell_10,1c:28:af:65:fe:a2,-83,-82.19230769,1.494071123
Cell_10,1c:28:af:62:64:52,-80,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fe:a1,-85,-82.34782609,2.055928768
Cell_10,1c:28:af:65:fd:d2,-82,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:50:82,-75,-74.72340426,1.065955323
Cell_10,1c:28:af:65:fd:c1,-79,-80.2972973,1.372802713
Cell_10,1c:28:af:61:e5:d2,-77,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-77,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-76,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-65,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-65,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-65,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-79,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-79,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-79,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-78,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:40,-67,-70.2962963,1.256532997
Cell_10,1c:28:af:62:64:41,-71,-70.36065574,1.116681073
Cell_10,1c:28:af:65:fe:b2,-79,-84.26027397,1.638805088
Cell_10,1c:28:af:62:64:42,-71,-70.14516129,1.133745921
Cell_10,1c:28:af:65:fe:b1,-79,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-59,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-59,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-59,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-60,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-60,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-90,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-60,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-60,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-90,-89.66101695,1.083155614
Cell_10,d0:4d:c6:f2:fc:81,-68,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-69,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-68,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-88,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-87,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-87,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-60,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-81,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-81,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-79,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-79,-80.43209877,1.143292534
Cell_10,1c:28:af:62:64:52,-79,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-81,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:50:82,-75,-74.72340426,1.065955323
Cell_10,1c:28:af:61:e5:d2,-78,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-78,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-78,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-66,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-66,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-66,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-79,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-80,-83.88888889,1.507184441
Cell_10,1c:28:af:62:b1:12,-93,-91.4,0.8
Cell_10,d0:4d:c6:f3:03:b1,-80,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-79,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:40,-72,-70.2962963,1.256532997
Cell_10,1c:28:af:62:64:41,-72,-70.36065574,1.116681073
Cell_10,1c:28:af:65:fe:b2,-79,-84.26027397,1.638805088
Cell_10,1c:28:af:62:64:42,-72,-70.14516129,1.133745921
Cell_10,1c:28:af:65:fe:b1,-79,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-60,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-60,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-60,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-69,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-62,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-90,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-61,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-61,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-89,-89.66101695,1.083155614
Cell_10,d0:4d:c6:f2:fc:81,-63,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-63,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-63,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-90,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:81:02,-69,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-85,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-84,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-79,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-79,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-86,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-79,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-85,-84.25301205,1.240320338
Cell_10,1c:28:af:65:fd:c0,-77,-79.72727273,1.619441117
Cell_10,d0:4d:c6:f2:50:82,-73,-74.72340426,1.065955323
Cell_10,d0:4d:c6:f2:50:80,-73,-74.65,1.038026975
Cell_10,1c:28:af:65:fd:c2,-75,-80.52380952,1.418216439
Cell_10,1c:28:af:65:fd:c1,-77,-80.2972973,1.372802713
Cell_10,1c:28:af:61:e5:d2,-77,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-77,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-78,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-53,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-53,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-53,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-82,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-85,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-84,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-84,-83.7375,1.506185165
Cell_10,1c:28:af:65:fe:b2,-82,-84.26027397,1.638805088
Cell_10,1c:28:af:65:fe:b1,-82,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-65,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-65,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-65,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-67,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-58,-62.2375,1.142844587
Cell_10,d0:4d:c6:f2:43:a1,-63,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-63,-62.6,1.090871211
Cell_10,1c:28:af:61:e7:c0,-82,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:fc:81,-64,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-64,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-64,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:81:02,-67,-64.575,2.023456202
Cell_10,1c:28:af:65:e6:f0,-90,-89.0625,0.826797285
Cell_10,1c:28:af:65:e6:f1,-91,-89,0.894427191
Cell_10,1c:28:af:65:fd:d1,-86,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-86,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-80,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-80,-80.43209877,1.143292534
Cell_10,1c:28:af:62:64:52,-80,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fe:a1,-85,-82.34782609,2.055928768
Cell_10,1c:28:af:65:fd:d2,-86,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:50:82,-71,-74.72340426,1.065955323
Cell_10,d0:4d:c6:f2:50:81,-71,-74.82926829,0.985317555
Cell_10,1c:28:af:65:fd:c2,-78,-80.52380952,1.418216439
Cell_10,1c:28:af:61:e5:d2,-80,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-80,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-80,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-54,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-54,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-54,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-83,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-86,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-86,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-86,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:40,-71,-70.2962963,1.256532997
Cell_10,1c:28:af:62:64:41,-71,-70.36065574,1.116681073
Cell_10,1c:28:af:65:fe:b2,-83,-84.26027397,1.638805088
Cell_10,1c:28:af:62:64:42,-71,-70.14516129,1.133745921
Cell_10,1c:28:af:65:fe:b1,-84,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-63,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-63,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-63,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-67,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-63,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-93,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-63,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-64,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-93,-89.66101695,1.083155614
Cell_10,d0:4d:c6:f2:fc:81,-64,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-63,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-64,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:81:02,-66,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-86,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-86,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-79,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-80,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-87,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-79,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-86,-84.25301205,1.240320338
Cell_10,1c:28:af:65:fd:c0,-77,-79.72727273,1.619441117
Cell_10,d0:4d:c6:f2:50:82,-72,-74.72340426,1.065955323
Cell_10,d0:4d:c6:f2:50:81,-72,-74.82926829,0.985317555
Cell_10,d0:4d:c6:f2:50:80,-72,-74.65,1.038026975
Cell_10,1c:28:af:65:fd:c1,-76,-80.2972973,1.372802713
Cell_10,1c:28:af:61:e5:d2,-80,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-80,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-80,-79.42857143,1.685270321
Cell_10,86:cc:a8:b8:5d:ff,-78,-88.8,3.586084215
Cell_10,d0:4d:c6:f2:fc:90,-52,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-52,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-52,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-82,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-87,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-87,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-86,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:41,-72,-70.36065574,1.116681073
Cell_10,1c:28:af:65:fe:b2,-82,-84.26027397,1.638805088
Cell_10,1c:28:af:65:fe:b1,-83,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-64,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-64,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-64,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-67,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-63,-62.2375,1.142844587
Cell_10,d0:4d:c6:f2:43:a1,-61,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-63,-62.6,1.090871211
Cell_10,1c:28:af:61:e7:c0,-77,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:fc:81,-63,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-63,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-63,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:81:02,-67,-64.575,2.023456202
Cell_10,1c:28:af:65:e6:f0,-90,-89.0625,0.826797285
Cell_10,1c:28:af:65:fd:d1,-87,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-86,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-79,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-80,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-87,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-79,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fe:a0,-85,-82.38095238,1.617646453
Cell_10,1c:28:af:65:fd:d2,-87,-84.25301205,1.240320338
Cell_10,d0:4d:c6:f2:50:80,-70,-74.65,1.038026975
Cell_10,1c:28:af:61:e5:d2,-79,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-79,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-79,-79.42857143,1.685270321
Cell_10,86:cc:a8:b8:5d:ff,-84,-88.8,3.586084215
Cell_10,d0:4d:c6:f2:fc:90,-53,-56.54216867,1.615446559
Cell_10,1c:28:af:61:e5:c1,-81,-80.35,1.558043645
Cell_10,1c:28:af:61:e5:c2,-82,-79.94117647,1.392018772
Cell_10,d0:4d:c6:f2:fc:92,-53,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-53,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-82,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-86,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-85,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-85,-83.7375,1.506185165
Cell_10,1c:28:af:65:fe:b1,-83,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-62,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-64,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-64,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-64,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-66,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-85,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-66,-62.5875,1.057044819
Cell_10,1c:28:af:61:e7:c2,-75,-75.83018868,0.862988425
Cell_10,d0:4d:c6:f2:43:a2,-66,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-85,-89.66101695,1.083155614
Cell_10,1c:28:af:61:e7:c0,-75,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:fc:81,-64,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-64,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-64,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-84,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-84,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-85,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-64,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-85,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-85,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-80,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-80,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-85,-84.64179104,1.542449037
Cell_10,1c:28:af:62:b1:02,-89,-89.5,1.38443731
Cell_10,1c:28:af:65:fe:a2,-83,-82.19230769,1.494071123
Cell_10,1c:28:af:62:64:52,-80,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-86,-84.25301205,1.240320338
Cell_10,1c:28:af:65:fd:c0,-79,-79.72727273,1.619441117
Cell_10,1c:28:af:65:fd:c2,-79,-80.52380952,1.418216439
Cell_10,1c:28:af:65:fd:c1,-79,-80.2972973,1.372802713
Cell_10,1c:28:af:61:e5:d2,-79,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-79,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-79,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-59,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-59,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-59,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-87,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-84,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-84,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-84,-83.7375,1.506185165
Cell_10,1c:28:af:65:fe:b2,-87,-84.26027397,1.638805088
Cell_10,1c:28:af:65:fe:b1,-87,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-58,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-58,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-58,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-67,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-64,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-89,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-64,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-64,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-90,-89.66101695,1.083155614
Cell_10,1c:28:af:61:e7:c0,-78,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:5d:42,-87,-83.41666667,1.605113357
Cell_10,d0:4d:c6:f2:fc:81,-65,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-66,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:5d:52,-83,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-83,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-83,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-67,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-85,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-84,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-81,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-81,-80.43209877,1.143292534
Cell_10,d0:4d:c6:f2:50:90,-86,-84.64179104,1.542449037
Cell_10,1c:28:af:62:64:52,-81,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-84,-84.25301205,1.240320338
Cell_10,1c:28:af:65:fd:c0,-82,-79.72727273,1.619441117
Cell_10,1c:28:af:61:e5:d2,-73,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-73,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-73,-79.42857143,1.685270321
Cell_10,d0:4d:c6:f2:fc:90,-54,-56.54216867,1.615446559
Cell_10,d0:4d:c6:f2:fc:92,-54,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-54,-56.65060241,1.645978926
Cell_10,d0:4d:c6:f3:03:b0,-85,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-85,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-85,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:41,-75,-70.36065574,1.116681073
Cell_10,1c:28:af:65:fe:b1,-86,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-66,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-66,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-66,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-66,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-64,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-90,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-63,-62.5875,1.057044819
Cell_10,1c:28:af:61:e7:c2,-72,-75.83018868,0.862988425
Cell_10,d0:4d:c6:f2:43:a2,-63,-62.6,1.090871211
Cell_10,1c:28:af:65:ba:52,-90,-89.66101695,1.083155614
Cell_10,1c:28:af:61:e7:c0,-72,-76.06666667,0.952190457
Cell_10,d0:4d:c6:f2:fc:81,-63,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-62,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-61,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-88,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-88,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-89,-86.45714286,0.995500079
Cell_10,d0:4d:c6:f2:81:02,-66,-64.575,2.023456202
Cell_10,1c:28:af:65:fd:d1,-84,-84.54878049,1.231224247
Cell_10,1c:28:af:65:fd:d0,-84,-84.14457831,1.327489978
Cell_10,1c:28:af:62:64:50,-79,-80.24691358,1.202167427
Cell_10,1c:28:af:62:64:51,-80,-80.43209877,1.143292534
Cell_10,1c:28:af:62:64:52,-81,-80.30120482,1.105680184
Cell_10,1c:28:af:65:fd:d2,-84,-84.25301205,1.240320338
Cell_10,1c:28:af:65:fd:c0,-83,-79.72727273,1.619441117
Cell_10,1c:28:af:65:fd:c2,-83,-80.52380952,1.418216439
Cell_10,1c:28:af:65:fd:c1,-83,-80.2972973,1.372802713
Cell_10,1c:28:af:61:e5:d2,-73,-79.33333333,1.598610508
Cell_10,1c:28:af:61:e5:d0,-73,-79.44578313,1.702252314
Cell_10,1c:28:af:61:e5:d1,-73,-79.42857143,1.685270321
Cell_10,86:cc:a8:b8:5d:ff,-92,-88.8,3.586084215
Cell_10,d0:4d:c6:f2:fc:90,-55,-56.54216867,1.615446559
Cell_10,1c:28:af:61:e5:c1,-82,-80.35,1.558043645
Cell_10,d0:4d:c6:f2:fc:92,-55,-56.63855422,1.595009637
Cell_10,d0:4d:c6:f2:fc:91,-55,-56.65060241,1.645978926
Cell_10,1c:28:af:65:fe:b0,-88,-83.71875,1.605349942
Cell_10,d0:4d:c6:f3:03:b0,-82,-83.88888889,1.507184441
Cell_10,d0:4d:c6:f3:03:b1,-83,-84.10843373,1.513091849
Cell_10,d0:4d:c6:f3:03:b2,-82,-83.7375,1.506185165
Cell_10,1c:28:af:62:64:40,-67,-70.2962963,1.256532997
Cell_10,1c:28:af:62:64:41,-67,-70.36065574,1.116681073
Cell_10,1c:28:af:65:fe:b2,-88,-84.26027397,1.638805088
Cell_10,1c:28:af:62:64:42,-67,-70.14516129,1.133745921
Cell_10,1c:28:af:65:fe:b1,-87,-84.09230769,1.576003484
Cell_10,d0:4d:c6:f2:43:b0,-58,-59.21686747,1.65047049
Cell_10,d0:4d:c6:f2:43:b1,-58,-59.37804878,1.785034289
Cell_10,d0:4d:c6:f2:43:b2,-57,-59.37804878,1.805413566
Cell_10,d0:4d:c6:f2:81:00,-66,-64.4625,2.024498395
Cell_10,d0:4d:c6:f2:43:a0,-64,-62.2375,1.142844587
Cell_10,1c:28:af:65:ba:50,-92,-89.75438596,1.047649026
Cell_10,d0:4d:c6:f2:43:a1,-64,-62.5875,1.057044819
Cell_10,d0:4d:c6:f2:43:a2,-65,-62.6,1.090871211
Cell_10,d0:4d:c6:f2:fc:81,-64,-63.44444444,1.099943882
Cell_10,d0:4d:c6:f2:fc:80,-63,-63.5375,1.283975759
Cell_10,d0:4d:c6:f2:fc:82,-64,-63.4691358,1.155624141
Cell_10,d0:4d:c6:f2:5d:52,-86,-86.45833333,1.079319487
Cell_10,d0:4d:c6:f2:5d:51,-87,-86.44285714,0.994782306
Cell_10,d0:4d:c6:f2:5d:50,-87,-86.45714286,0.995500079
